INDEX_NAME,AS_OF_DATE,CUSIP,ISIN_NUMBER,DESCRIPTION,CASH_VALUE,TICKER,PAR_WTD_COUPON,CURRENT_COUPON,MATURITY_DATE,MATURITY_WAL,YRS_TO_WORST,RATING,ISO_CURRENCY,ISO_COUNTRY,ML_INDUSTRY_LVL_1,ML_INDUSTRY_LVL_2,ML_INDUSTRY_LVL_3,ML_INDUSTRY_LVL_4,MLINDLVL1_CODE,MLINDLVL2_CODE,MLINDLVL3_CODE,MLINDLVL4_CODE,MKT_INDEX_WGHT,PREVMEND_MKT_INDEX_WGHT,PAR_INDEX_WGHT,CASH,SEMI_MOD_DURATION,SEMI_MOD_DUR_TO_WORST,EFF_DUR,PREVMEND_EFF_DUR,MOD_DUR_TO_WORST,PREVMEND_MOD_DUR_TO_WORST,MODIFIED_DUR,MACAULAY_DUR,EFF_CONVEXITY,SEMI_CONVEXITY_TO_WORST,CONVEXITY_TO_WORST,SEMI_CONVEXITY,CONVEXITY,FACTOR,WAC,WAM,WALA,CPR,DESCRIPTION2,TYPE,SPREAD_DURATION,MUNI_STATE,KDR_TRSY_6_MOS,KDR_TRSY_2_YRS,KDR_TRSY_5_YRS,KDR_TRSY_10_YRS,KDR_TRSY_20_YRS,KDR_TRSY_30_YRS,KDR_TRSY_50_YRS,KDR_SWAP_6_MOS,KDR_SWAP_2_YRS,KDR_SWAP_5_YRS,KDR_SWAP_10_YRS,KDR_SWAP_20_YRS,KDR_SWAP_30_YRS,KDR_SWAP_50_YRS,PRINCIPAL_CASH,INTEREST_CASH,REDEMPTION_CASH,ANNOUNCE_DATE,GEO_REGION,MTY_TYPE,TRR_INDEX_VAL_LOC,TRR_1_DAY_LOC,TRR_1_WEEK_LOC,TRR_1_MONTH_LOC,TRR_3_MONTH_LOC,TRR_6_MONTH_LOC,TRR_12_MONTH_LOC,TRR_MTD_LOC,TRR_QTD_LOC,TRR_YTD_LOC,PRR_INDEX_VAL_LOC,PRR_MTD_LOC,EXCESS_RTN_1_DAY,EXCESS_RTN_1_WEEK,EXCESS_RTN_1_MONTH,EXCESS_RTN_3_MONTH,EXCESS_RTN_6_MONTH,EXCESS_RTN_12_MONTH,EXCESS_RTN_MTD,EXCESS_RTN_QTD,EXCESS_RTN_YTD,EXCESS_SWAP_RTN_MTD,PAYDOWN_RETURN_MTD,ASSET_SWAP,PREVMEND_ASSETSWP,ASSETSWP_1_DAY_CHGE,ASSETSWP_1_WK_CHGE,ASSETSWP_1_MTH_CHGE,ASSETSWP_3_MTH_CHGE,ASSETSWP_12_MTH_CHGE,ASSETSWP_MTD_CHGE,ASSETSWP_QTD_CHGE,ASSETSWP_YTD_CHGE,OAS,PREVMEND_OAS,OAS_1_DAY_CHANGE,OAS_1_WEEK_CHANGE,OAS_1_MO_CHANGE,OAS_3_MO_CHANGE,OAS_12_MO_CHANGE,OAS_MTD_CHANGE,OAS_QTD_CHANGE,OAS_YTD_CHANGE,EFFECTIVE_YIELD,PREVMEND_EFF_YIELD,SEMI_YLD_TO_WORST,YLD_TO_WORST,PREVMEND_YLD_TO_WORST,YLD_TO_MATURITY,BOND_EQUIV_YTM,YIELD_TO_NEXT_CALL,PREVMEND_PRICE,PRICE,ACCRUED_INTEREST,PREVMEND_ACCRUED_INTEREST,SPREAD_TO_WORST,SPRD_TO_WORST_1_DAY_CHG,SPRD_TO_WORST_1_WK_CHGE,SPRD_TO_WORST_1_MTH_CHGE,SPRD_TO_WORST_3_MTH_CHGE,SPRD_TO_WORST_12_MTH_CHGE,SPRD_TO_WORST_MTD_CHGE,SPRD_TO_WORST_QTD_CHGE,SPRD_TO_WORST_YTD_CHGE,LIBOROAS,MARKET_CONVENTION_PRICE,FACE_VALUE_LOC,FULL_MARKET_VALUE_LOC,FACE_VALUE_PREVMEND_LOC
H0A0,9/1/2023,12662PAD,US12662PAD06,CVR Energy Inc,0,CVI,5.75,5.75,2/15/2028,4.458,4.458,B1,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,CORP,INDU,Enrg,OilR,0.02988,0.02995,0.02977,0,3.796,3.796,3.571,3.557,3.796,3.801,3.796,3.953,0.033,0.173,0.173,0.173,0.173,1,,,,,ICE BofA US High Yield Index,SENR,3.426,,0.014,0.897,2.649,0,0,0,0,0.015,0.897,2.641,0,0,0,0,0,0,0,1/27/2020,Americas,Call:MakeW,115.255,-0.254,0.646,-0.868,8.724,6.46,6.537,-0.254,4.16,8.669,92.266,-0.272,-0.085,0.113,-1.029,9.947,4.651,6.561,-0.085,4.034,7.445,-0.112,0,375,372,3,-1,44,-197,-49,3,-82,-101,377,374,3,-2,41,-232,-56,3,-92,-114,8.191,8.112,8.264,8.264,8.192,8.264,8.264,99.99,91.032,90.784,0.271528,0.256,385,2,-1,34,-226,-57,2,-90,-110,403,90.784,400,364.2224,400
H0A0,9/1/2023,12663QAC,US12663QAC96,CVR Partners LP and CVR Nitrogen Finance Corporation,0,UAN,6.125,6.125,6/15/2028,4.788,4.788,B1,USD,US,Corporate,Industrials,Basic Industry,Chemicals,CORP,INDU,Basc,Chem,0.04098,0.04097,0.04093,0,3.949,3.949,3.769,3.768,3.949,3.952,3.949,4.124,0.067,0.191,0.191,0.191,0.191,1,,,,,ICE BofA US High Yield Index,SECR,3.643,,0.017,0.522,3.212,0,0,0,0,0.018,0.52,3.213,0,0,0,0,0,0,0,6/23/2021,Americas,Call:MakeW,100.709,0.019,0.166,-0.291,4.916,2.748,3.641,0.019,4.108,4.509,87.677,0,0.209,-0.394,-0.409,6.252,0.941,3.86,0.209,4.089,3.434,0.185,0,430,434,-4,13,18,-115,19,-4,-75,-5,441,446,-5,13,21,-129,24,-5,-84,-2,8.798,8.796,8.853,8.853,8.851,8.853,8.853,25.339,89.527,89.527,1.310069,1.293,448,-5,13,18,-125,15,-5,-82,-6,467,89.527,550,499.6039,550
H0A0,9/1/2023,12670RAA,US12670RAA23,Cwt Travel Group Incorporated,0,CWTTRV,8.5,8.5,11/19/2026,3.216,3.216,CCC1,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,CORP,INDU,RnR,Leis,0.02847,0.02793,0.04651,0,2.244,2.244,2.235,2.223,2.244,2.232,2.244,2.617,0.067,0.068,0.068,0.068,0.068,1,,,,,ICE BofA US High Yield Index,SENR,2.245,,0.053,1.329,0.853,0,0,0,0,0.055,1.328,0.85,0,0,0,0,0,0,0,11/26/2021,Americas,Bullet,70.159,1.919,3.15,11.7,-5.553,-31.247,,1.919,-0.114,-30.499,63.3,1.876,1.995,2.779,11.37,-5.237,-33.384,,1.995,-0.649,-32.124,1.974,0,1971,2007,-36,-32,-132,222,,-36,112,1085,2868,2953,-85,-97,-372,476,,-85,215,1904,33.309,34.119,33.309,33.309,34.119,33.309,33.309,,52.087,53.109,2.431944,2.408,2871,-85,-100,-375,473,,-85,210,1907,2889,53.109,625,347.1334,625
H0A0,9/1/2023,12674TAA,US12674TAA43,C&W Senior Financing Designated Activity Company,0,CWCLN,6.875,6.875,9/15/2027,4.038,4.038,B1,USD,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,CORP,INDU,TCom,TInt,0.09351,0.09374,0.09078,0,3.384,3.384,3.121,3.101,3.384,3.389,3.384,3.538,-0.031,0.141,0.141,0.141,0.141,1,,,,,ICE BofA US High Yield Index,SENR,2.964,,0.021,1.267,1.828,0,0,0,0,0.022,1.272,1.806,0,0,0,0,0,0,0,8/16/2017,Europe,Call:MakeW,133.693,-0.257,-0.247,4.213,9.542,6.719,14.703,-0.257,7.247,4.466,88.834,-0.277,-0.125,-0.759,3.989,10.481,4.898,14.455,-0.125,6.986,3.213,-0.153,0,447,442,5,25,-98,-232,-199,5,-160,15,454,449,5,28,-111,-269,-231,5,-184,6,9.014,8.916,9.122,9.122,9.039,9.122,9.122,99.99,92.808,92.548,0.897569,0.878,466,4,26,-103,-260,-219,4,-176,-2,478,92.548,1220,1140.0369,1220
H0A0,9/1/2023,12685JAC,US12685JAC99,Cable One Inc,0,CABO,4,4,11/15/2030,7.205,7.205,B1,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,CORP,INDU,TCom,TInt,0.04229,0.04221,0.04837,0,5.859,5.859,5.811,5.811,5.859,5.86,5.859,6.095,0.375,0.412,0.412,0.412,0.412,1,,,,,ICE BofA US High Yield Index,SENR,5.825,,0.005,0.022,3.246,2.536,0,0,0,0.007,0.034,3.238,2.53,0,0,0,0,0,0,11/9/2020,Americas,Call:MakeW,85.113,0.192,1.183,0.28,-0.49,2.913,-1.272,0.192,0.878,2.997,75.299,0.178,0.608,0.584,0.647,2.106,1.807,1.062,0.608,1.919,2.854,0.539,0,353,361,-8,-5,-4,-18,36,-8,-18,-3,383,393,-10,-9,-6,-19,46,-10,-23,0,8.058,8.087,8.058,8.058,8.087,8.058,8.058,17.099,77.997,78.138,1.188889,1.178,383,-11,-10,-7,-20,42,-11,-25,-1,408,78.138,650,515.6248,650
H0A0,9/1/2023,12687GAA,US12687GAA76,Cablevision Lightpath Llc,0,CVLGHT,3.875,3.875,9/15/2027,4.038,4.038,B2,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,CORP,INDU,TCom,TInt,0.03141,0.03147,0.03349,0,3.51,3.51,3.491,3.495,3.51,3.514,3.51,3.666,0.147,0.149,0.149,0.149,0.149,1,,,,,ICE BofA US High Yield Index,SECR,3.512,,0,1.104,2.387,0,0,0,0,0.002,1.107,2.376,0,0,0,0,0,0,0,9/29/2020,Americas,Call:MakeW,94.424,-0.219,1.317,0.476,2.147,4.553,-0.045,-0.219,0.231,4.28,83.503,-0.231,-0.056,0.775,0.301,3.336,2.784,0.024,-0.056,0.07,3.227,-0.085,0,418,417,1,-13,2,-53,84,1,15,-1,443,441,2,-19,2,-61,104,2,19,-1,8.892,8.823,8.892,8.892,8.823,8.892,8.892,99.99,83.487,83.289,1.797569,1.787,443,2,-19,2,-61,103,2,18,-1,468,83.289,450,382.8917,450
H0A0,9/1/2023,12687GAB,US12687GAB59,Cablevision Lightpath Llc,0,CVLGHT,5.625,5.625,9/15/2028,5.038,5.038,CCC1,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,CORP,INDU,TCom,TInt,0.02706,0.02703,0.03088,0,3.977,3.977,3.959,3.959,3.977,3.979,3.977,4.213,0.196,0.198,0.198,0.198,0.198,1,,,,,ICE BofA US High Yield Index,SENR,3.985,,0.019,0.107,3.788,0.045,0,0,0,0.02,0.117,3.771,0.045,0,0,0,0,0,0,9/29/2020,Americas,Call:MakeW,91.646,0.112,1.774,1.563,8.255,7.981,0.908,0.112,4.963,8.92,76.165,0.093,0.326,1.184,1.503,9.746,6.302,1.342,0.326,5.061,7.973,0.304,0,660,666,-6,-15,-15,-126,95,-6,-62,-32,748,756,-8,-26,-22,-181,133,-8,-90,-51,11.849,11.869,11.849,11.849,11.869,11.849,11.849,99.99,76.813,76.886,2.609375,2.594,750,-7,-27,-22,-182,134,-7,-91,-50,773,76.886,415,329.9066,415
H0A0,9/1/2023,12769GAA,US12769GAA85,Caesars Entertainment Inc New,0,CZR,4.625,4.625,10/15/2029,6.119,6.119,B3,USD,US,Corporate,Industrials,Leisure,Gaming,CORP,INDU,RnR,Game,0.08763,0.08787,0.0893,0,5.05,5.05,4.756,4.738,5.05,5.056,5.05,5.233,0.098,0.308,0.308,0.308,0.308,1,,,,,ICE BofA US High Yield Index,SENR,4.544,,0.007,0.196,3.62,0.928,0,0,0,0.008,0.193,3.628,0.94,0,0,0,0,0,0,9/24/2021,Americas,Call:MakeW,95.43,-0.283,0.835,0.266,2.221,4.559,15.352,-0.283,0.827,10.942,86.311,-0.297,0.007,0.235,0.356,4.199,3.112,16.645,0.007,1.257,10.359,-0.032,0,284,284,0,-2,-2,-63,-180,0,-15,-125,289,288,1,-4,-3,-70,-224,1,-16,-146,7.163,7.095,7.235,7.235,7.175,7.235,7.235,19.781,87.533,87.268,1.760069,1.747,296,-1,-4,-5,-69,-218,-1,-20,-140,315,87.268,1200,1068.3348,1200
H0A0,9/1/2023,12769GAB,US12769GAB68,Caesars Entertainment Inc New,0,CZR,7,7,2/15/2030,6.461,4.458,B1,USD,US,Corporate,Industrials,Leisure,Gaming,CORP,INDU,RnR,Game,0.16541,0.16517,0.14883,0,5.112,3.762,3.89,3.89,3.762,3.764,5.112,5.288,-0.231,0.172,0.172,0.32,0.32,1,,,,,ICE BofA US High Yield Index,SECR,3.477,,0.02,0.775,2.555,0.536,0,0,0,0.021,0.79,2.521,0.527,0,0,0,0,0,0,2/6/2023,Americas,Call:MakeW,102.714,0.136,0.998,1.063,1.374,3.792,,0.136,1.228,,98.788,0.117,0.347,0.503,0.978,2.654,2.08,,0.347,1.24,,0.31,0,219,227,-8,-11,-10,-48,,-8,-13,,198,207,-9,-11,-21,-54,,-9,-22,,6.253,6.276,6.866,6.866,6.898,6.902,6.902,8.087,100.383,100.5,0.330556,0.311,245,-9,-28,-41,-55,,-9,-21,,224,100.5,2000,2016.6209,2000
H0A0,9/1/2023,12770RAA,US12770RAA14,Caesars Resort Collection LLC/CRC Finco Inc,0,CGPHLC,5.75,5.75,7/1/2025,1.831,0.831,BB3,USD,US,Corporate,Industrials,Leisure,Gaming,CORP,INDU,RnR,Game,0.08206,0.08196,0.0736,0,1.7,0.795,1.059,1.068,0.795,0.797,1.7,1.748,-0.163,0.01,0.01,0.038,0.038,1,,,,,ICE BofA US High Yield Index,SECR,0.989,,0.5,0.565,0,0,0,0,0,0.511,0.536,0,0,0,0,0,0,0,0,7/6/2020,Americas,Call:MakeW,114.446,0.115,0.217,-0.172,0.824,3.369,8.449,0.115,-0.035,6.262,96.415,0.1,0.093,0.037,-0.626,-0.033,0.763,6.248,0.093,-0.843,3.541,0.104,0,-14,-5,-9,-5,56,-3,-296,-9,88,-226,-15,-4,-11,-10,58,10,-305,-11,93,-233,4.796,4.872,5.524,5.524,5.65,5.644,5.644,21.615,100.072,100.172,0.974306,0.958,14,-11,-12,71,17,-292,-11,98,-221,-14,100.172,989.102,1000.4431,989.102
H0A0,9/1/2023,128786AA,US128786AA80,Calderys Financing LLC,0,CALDER,11.25,11.25,6/1/2028,4.75,3.75,B2,USD,FR,Corporate,Industrials,Capital Goods,Machinery,CORP,INDU,CapG,Mach,0.04762,0.0476,0.04093,0,3.526,2.928,2.932,2.919,2.928,2.931,3.526,3.713,-0.12,0.111,0.111,0.162,0.162,1,,,,,ICE BofA US High Yield Index,SECR,2.724,,0.062,1.049,1.823,0,0,0,0,0.065,1.065,1.775,0,0,0,0,0,0,0,5/24/2023,Europe,Call:MakeW,103.96,0.021,0.817,0.605,3.734,,,0.021,1.847,,101.162,-0.009,0.144,0.364,0.36,4.503,,,0.144,1.517,,0.119,0,579,582,-3,-7,2,-110,,-3,-25,,568,572,-4,-8,7,-99,,-4,-16,,10.099,10.087,10.418,10.418,10.415,10.559,10.559,12.567,102.496,102.487,3.0625,3.031,591,-4,-8,4,-99,,-4,-18,,592,102.487,550,580.5217,550
H0A0,9/1/2023,13057QAH,US13057QAH02,California Resources Corporation,0,CRC,7.125,7.125,2/1/2026,2.422,1.422,B1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,CORP,INDU,Enrg,EnEx,0.04926,0.04921,0.04428,0,2.172,1.318,1.51,1.51,1.318,1.32,2.172,2.248,-0.222,0.024,0.024,0.06,0.06,1,,,,,ICE BofA US High Yield Index,SENR,1.427,,0.342,1.106,0.067,0,0,0,0,0.377,1.034,0.048,0,0,0,0,0,0,0,1/20/2021,Americas,Call:MakeW,121.604,0.082,0.405,0.413,0.523,2.989,9.512,0.082,0.999,9.342,101.667,0.063,0.09,0.141,-0.013,-0.143,0.523,8.086,0.09,0.26,7.176,0.084,0,156,162,-6,-5,10,58,-228,-6,21,-245,157,164,-7,-4,17,57,-228,-7,13,-258,6.363,6.399,6.877,6.877,6.925,6.975,6.975,99.99,100.257,100.32,0.613542,0.594,175,-8,-13,9,21,-239,-8,3,-260,162,100.32,595,600.5546,595
H0A0,9/1/2023,13123XAZ,US13123XAZ50,Callon Petroleum Company,0,CPE,6.375,6.375,7/1/2026,2.831,2.831,B1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,CORP,INDU,Enrg,EnEx,0.02624,0.02622,0.02387,0,2.519,2.519,1.591,1.595,2.519,2.522,2.519,2.606,-0.347,0.079,0.079,0.079,0.079,1,,,,,ICE BofA US High Yield Index,SENR,1.417,,0.324,1.025,0.243,0,0,0,0,0.349,0.97,0.209,0,0,0,0,0,0,0,8/23/2018,Americas,Call:MakeW,150.456,0.077,0.852,1.026,5.211,7.424,13.19,0.077,2.456,10.504,93.041,0.059,0.093,0.539,0.618,5.249,5.199,12.195,0.093,1.779,8.55,0.087,0,151,156,-5,-37,-31,-218,-329,-5,-84,-277,152,158,-6,-37,-27,-231,-342,-6,-75,-282,6.197,6.217,6.904,6.904,6.927,6.904,6.904,38.158,98.59,98.649,1.080208,1.063,222,-7,-15,-20,-188,-278,-7,-58,-227,165,98.649,320.783,319.9151,320.783
H0A0,9/1/2023,13123XBD,US13123XBD30,Callon Petroleum Company,0,CPE,8,8,8/1/2028,4.914,2.914,B1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,CORP,INDU,Enrg,EnEx,0.05435,0.05442,0.04837,0,3.984,2.546,2.607,2.559,2.546,2.55,3.984,4.137,-0.415,0.081,0.081,0.196,0.196,1,,,,,ICE BofA US High Yield Index,SENR,2.266,,0.132,1.041,1.443,0.005,0,0,0,0.133,1.068,1.353,0.005,0,0,0,0,0,0,7/6/2021,Americas,Call:MakeW,126.651,-0.126,0.807,0.526,5.67,6.98,13.745,-0.126,3.662,12.145,107.436,-0.148,-0.032,0.39,0.24,6.35,4.953,13.453,-0.032,3.266,10.51,-0.053,0,250,246,4,-15,-2,-181,-260,4,-87,-228,235,232,3,-15,2,-199,-277,3,-106,-253,6.736,6.646,7.508,7.508,7.45,7.685,7.685,10.783,101.408,101.257,0.688889,0.667,285,2,-12,1,-199,-257,2,-126,-235,258,101.257,650,662.6496,650
H0A0,9/1/2023,13123XBF,US13123XBF87,Callon Petroleum Company,0,CPE,7.5,7.5,6/15/2030,6.788,6.788,B1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,CORP,INDU,Enrg,EnEx,0.04951,0.04942,0.04465,0,5.151,5.151,3.788,3.797,5.151,5.151,5.151,5.349,-0.291,0.333,0.333,0.333,0.333,1,,,,,ICE BofA US High Yield Index,SENR,3.335,,0.038,0.786,2.305,0.661,0,0,0,0.043,0.801,2.269,0.647,0,0,0,0,0,0,6/24/2022,Americas,Call:MakeW,117.468,0.182,2.394,2.441,8.283,9.13,17.088,0.182,6.215,13.892,107.231,0.162,0.39,1.85,2.388,9.772,7.446,17.794,0.39,6.38,12.8,0.352,0,282,291,-9,-45,-55,-193,-250,-9,-139,-205,271,282,-11,-51,-59,-221,-287,-11,-151,-227,6.975,7.012,7.688,7.688,7.719,7.688,7.688,10.078,98.841,99.004,1.604167,1.583,345,-10,-34,-46,-175,-232,-10,-120,-177,298,99.004,600,603.6461,600
H0A0,9/1/2023,131347CK,US131347CK09,Calpine Corporation,0,CPN,5.25,5.25,6/1/2026,2.75,2.75,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,CORP,UTIL,Util,EleG,0.03424,0.03425,0.03125,0,2.485,2.485,1.704,1.679,2.485,2.488,2.485,2.559,-0.337,0.077,0.077,0.077,0.077,1,,,,,ICE BofA US High Yield Index,SECR,1.532,,0.269,1.17,0.265,0,0,0,0,0.294,1.118,0.232,0,0,0,0,0,0,0,5/31/2016,Americas,Call:MakeW,143.4,-0.039,0.888,1.596,2.275,5.148,6.798,-0.039,2.457,6.68,98.218,-0.054,-0.016,0.545,1.195,2.123,2.856,5.454,-0.016,1.796,4.664,-0.025,0,85,82,3,-34,-61,-96,-147,3,-81,-153,81,79,2,-35,-60,-84,-153,2,-78,-154,5.499,5.444,6.021,6.021,5.999,6.021,6.021,42.565,98.118,98.064,1.327083,1.313,132,-2,-17,-45,-90,-132,-2,-63,-132,94,98.064,419.959,417.4028,419.959
H0A0,9/1/2023,131347CM,US131347CM64,Calpine Corporation,0,CPN,4.5,4.5,2/15/2028,4.458,4.458,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,CORP,UTIL,Util,EleG,0.09541,0.09511,0.09302,0,3.934,3.934,3.492,3.512,3.934,3.934,3.934,4.059,-0.09,0.183,0.183,0.183,0.183,1,,,,,ICE BofA US High Yield Index,SECR,3.259,,0.021,0.994,2.458,0,0,0,0,0.022,1.004,2.432,0,0,0,0,0,0,0,12/20/2019,Americas,Call:MakeW,108.816,0.302,0.779,1.714,2.654,5.874,7.723,0.302,3.335,7.642,92.007,0.288,0.465,0.245,1.544,3.838,3.98,7.666,0.465,3.191,6.359,0.438,0,192,204,-12,-7,-32,-83,-115,-12,-69,-106,179,193,-14,-8,-40,-92,-127,-14,-80,-120,6.199,6.286,6.371,6.371,6.444,6.371,6.371,99.99,92.573,92.84,0.2125,0.2,196,-12,-4,-36,-88,-120,-12,-74,-112,205,92.84,1250,1163.1584,1250
H0A0,9/1/2023,131347CN,US131347CN48,Calpine Corporation,0,CPN,5.125,5.125,3/15/2028,4.536,4.536,B1,USD,US,Corporate,Utility,Utility,Electric-Generation,CORP,UTIL,Util,EleG,0.10735,0.10732,0.10418,0,3.833,3.833,3.569,3.566,3.833,3.836,3.833,3.976,0.016,0.179,0.179,0.179,0.179,1,,,,,ICE BofA US High Yield Index,SENR,3.398,,0.008,0.833,2.716,0,0,0,0,0.01,0.835,2.707,0,0,0,0,0,0,0,12/27/2019,Americas,Call:MakeW,108.298,0.007,0.462,0.851,2.807,5.433,9.093,0.007,3.007,5.824,89.328,-0.008,0.179,-0.087,0.699,4.066,3.621,9.211,0.179,2.905,4.712,0.153,0,297,300,-3,4,-11,-83,-121,-3,-58,-55,298,302,-4,5,-12,-88,-130,-4,-64,-59,7.377,7.372,7.473,7.473,7.47,7.473,7.473,99.99,91.108,91.101,2.37743,2.363,307,-5,4,-13,-85,-125,-5,-62,-58,324,91.101,1400,1308.6942,1400
H0A0,9/1/2023,131347CP,US131347CP95,Calpine Corporation,0,CPN,4.625,4.625,2/1/2029,5.422,5.422,B1,USD,US,Corporate,Utility,Utility,Electric-Generation,CORP,UTIL,Util,EleG,0.0465,0.04653,0.04837,0,4.604,4.604,4.427,4.422,4.604,4.607,4.604,4.78,0.116,0.252,0.252,0.252,0.252,1,,,,,ICE BofA US High Yield Index,SENR,4.297,,0.007,0.165,3.901,0.345,0,0,0,0.009,0.158,3.914,0.348,0,0,0,0,0,0,8/10/2020,Americas,Call:MakeW,98.56,-0.083,1.084,1.502,3.827,5.585,9.805,-0.083,3.777,4.488,84.888,-0.098,0.168,0.462,1.514,5.606,3.946,10.77,0.168,4.042,3.778,0.139,0,322,324,-2,-6,-23,-89,-109,-2,-65,-25,328,331,-3,-9,-27,-103,-132,-3,-76,-23,7.608,7.583,7.643,7.643,7.621,7.643,7.643,49.194,86.899,86.814,0.398264,0.385,332,-4,-9,-28,-102,-130,-4,-76,-26,354,86.814,650,566.8802,650
H0A0,9/1/2023,131347CQ,US131347CQ78,Calpine Corporation,0,CPN,5,5,2/1/2031,7.422,7.422,B1,USD,US,Corporate,Utility,Utility,Electric-Generation,CORP,UTIL,Util,EleG,0.05936,0.05927,0.06325,0,5.908,5.908,5.697,5.701,5.908,5.909,5.908,6.137,0.276,0.422,0.422,0.422,0.422,1,,,,,ICE BofA US High Yield Index,SENR,5.545,,0.012,0.087,3.111,2.474,0,0,0,0.014,0.089,3.119,2.486,0,0,0,0,0,0,8/10/2020,Americas,Call:MakeW,95.252,0.136,1.147,1.617,5.22,5.928,9.128,0.136,3.394,4.825,80.992,0.12,0.54,0.557,1.963,7.659,4.727,11.345,0.54,4.375,4.635,0.475,0,335,342,-7,-6,-23,-95,-90,-7,-56,-31,348,357,-9,-9,-30,-115,-115,-9,-67,-30,7.709,7.73,7.749,7.749,7.768,7.749,7.749,13.54,84.607,84.709,0.430556,0.417,353,-10,-10,-30,-113,-114,-10,-68,-32,374,84.709,850,723.6892,850
H0A0,9/1/2023,131347CR,US131347CR51,Calpine Corporation,0,CPN,3.75,3.75,3/1/2031,7.497,7.497,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,CORP,UTIL,Util,EleG,0.06154,0.06154,0.06697,0,6.29,6.29,6.058,6.055,6.29,6.293,6.29,6.498,0.289,0.464,0.464,0.464,0.464,1,,,,,ICE BofA US High Yield Index,SECR,5.898,,0.002,0.033,3.18,2.835,0,0,0,0.004,0.034,3.184,2.858,0,0,0,0,0,0,12/16/2020,Americas,Call:MakeW,94.237,-0.02,1.918,2.358,2.942,5.383,7.152,-0.02,3.611,6.681,84.223,-0.033,0.42,1.33,2.775,5.626,4.267,9.653,0.42,4.755,6.537,0.348,0,233,238,-5,-18,-35,-69,-79,-5,-59,-60,235,242,-7,-23,-44,-81,-102,-7,-73,-70,6.566,6.56,6.602,6.602,6.596,6.602,6.602,12.368,83.373,83.345,0.010417,0,238,-8,-22,-43,-80,-102,-8,-73,-69,262,83.345,900,750.2024,900
H0A0,9/1/2023,131477AT,US131477AT87,Calumet Specialty Products Partners LP / Calumet Finance Corp,0,CLMT,11,11,4/15/2025,1.622,0.622,CCC1,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,CORP,INDU,Enrg,OilR,0.03611,0.0361,0.03077,0,1.404,0.573,0.572,0.575,0.573,0.576,1.404,1.471,0.006,0.006,0.006,0.028,0.028,1,,,,,ICE BofA US High Yield Index,SENR,0.572,,0.499,0.073,0,0,0,0,0,0.499,0.073,0,0,0,0,0,0,0,0,10/11/2019,Americas,Call:MakeW,154.222,-0.009,0.216,0.502,1.76,4.602,8.588,-0.009,0.707,5.229,102.879,-0.038,-0.049,0.075,0.03,0.657,2.309,6.037,-0.049,-0.129,2.639,-0.03,0,131,127,4,-9,0,-64,-272,4,33,-124,180,172,8,-11,16,-18,-261,8,68,-109,6.821,6.721,7.181,7.181,7.132,9.449,9.449,99.99,102.296,102.256,4.186111,4.156,178,7,-14,14,-19,-267,7,66,-111,174,102.256,413.541,440.1834,413.541
H0A0,9/1/2023,131477AV,US131477AV34,Calumet Specialty Products Partners LP / Calumet Finance Corp,0,CLMT,8.125,8.125,1/15/2027,3.369,3.369,CCC1,USD,US,Corporate,Industrials,Energy,Oil Refining & Marketing,CORP,INDU,Enrg,OilR,0.02587,0.02575,0.02418,0,2.84,2.84,2.591,2.606,2.84,2.84,2.84,2.976,-0.009,0.101,0.101,0.101,0.101,1,,,,,ICE BofA US High Yield Index,SENR,2.45,,0.028,1.626,0.936,0,0,0,0,0.029,1.627,0.914,0,0,0,0,0,0,0,1/20/2022,Americas,Call:MakeW,109.483,0.463,0.14,1.158,2.738,3.126,9.436,0.463,1.676,8.392,95.711,0.44,0.557,-0.286,0.851,3.197,1.25,8.962,0.557,1.192,7.02,0.529,0,470,489,-19,11,-24,-74,-108,-19,-8,-104,471,493,-22,12,-23,-82,-114,-22,-19,-120,9.293,9.473,9.534,9.534,9.688,9.534,9.534,31.464,95.575,96,1.060764,1.038,496,-20,15,-17,-76,-99,-20,-16,-105,492,96,325,315.4475,325
